Customer ID,Country,State,City,Zip Code,Gender,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,CustomerID,Age,Under 30,Married,Number of Dependents,ID,Population,Quarter,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Category,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E
5337-IIWKZ,United States,California,Sultana,93666,1,1,1,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,1,44.85,1442.6,No,0,0.46315789473684205,0.7929730931732266,Not Churned,5337-IIWKZ,35,No,Yes,3,838,306,Q3,2,0.4647887323943662,0.0,0.8941176470588235,Yes,Yes,No,Yes,0.2646766169154229,0.0,0,0.0,0.1188528497288003,4,Stayed,Not Applicable,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
9650-VBUOG,United States,California,Tranquillity,93668,1,1,1,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.05,963.95,No,0,0.7157894736842105,0.3933733600177896,Not Churned,7641-EUYET,44,No,Yes,1,840,"1,130",Q3,9,0.5211267605633804,0.6621324264852971,0.0,No,No,No,No,0.0676616915422885,0.0,0,1257.8,0.1840101756316702,3,Stayed,Not Applicable,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
3487-EARAT,United States,California,Wishon,93669,0,1,0,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,0,74.1,5222.3,No,0,0.39999999999999997,0.9610851678897041,Not Churned,3487-EARAT,46,No,Yes,0,841,327,Q3,7,0.971830985915493,0.3820764152830566,0.2470588235294117,Yes,Yes,Yes,Yes,0.5557213930348258,0.0,0,1337.0,0.546742844527253,3,Stayed,Not Applicable,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
2672-TGEFF,United States,California,Traver,93673,0,1,1,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,1,88.8,3340.55,No,0,0.2736842105263158,0.38759172781854573,Not Churned,9921-ZVRHG,33,No,Yes,2,842,646,Q3,3,0.5070422535211268,0.0216043208641728,0.188235294117647,No,No,No,Yes,0.7019900497512437,0.0,0,39.96,0.2809128297588723,4,Stayed,Not Applicable,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
4250-WAROZ,United States,California,Fresno,93701,1,1,1,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,1,93.25,5774.55,No,0,0.6842105263157894,0.5225706026239716,Not Churned,4250-WAROZ,70,No,Yes,3,844,"13,858",Q3,4,0.8309859154929577,0.3936787357471494,0.6235294117647059,No,No,No,Yes,0.7462686567164178,0.0,0,1180.8,0.5798629868924351,3,Stayed,Not Applicable,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
8184-WMOFI,United States,California,Fresno,93702,1,1,0,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,0,71.4,4487.3,No,0,0.5368421052631578,0.7391594396264176,Not Churned,4701-MLJPN,47,No,Yes,0,845,"47,999",Q3,0,0.8591549295774649,0.2810562112422485,0.2941176470588235,Yes,Yes,Yes,Yes,0.5288557213930348,0.0,0,871.1,0.4463161838370694,3,Stayed,Not Applicable,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
6092-QZVPP,United States,California,Fresno,93704,1,0,0,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,1,79.2,2854.95,No,0,0.5052631578947369,0.6286413164331777,Not Churned,6092-QZVPP,27,Yes,No,0,847,"26,580",Q3,0,0.4929577464788732,0.8503700740148029,0.611764705882353,Yes,Yes,Yes,No,0.6064676616915423,0.0,40,1530.36,0.3682854462041248,3,Stayed,Not Applicable,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
4625-LAMOB,United States,California,Fresno,93705,1,0,0,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.4,905.55,No,0,0.5263157894736843,0.08917055814987768,Not Churned,4822-YCXMX,36,No,No,0,848,"35,451",Q3,0,0.6056338028169015,0.028005601120224,0.0,No,No,No,No,0.0213930348258706,0.0,0,61.6,0.0790927899193676,5,Stayed,Not Applicable,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
0392-BZIUW,United States,California,Fresno,93710,0,1,0,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1,105.0,7589.8,No,0,0.6842105263157894,0.8172114743162107,Not Churned,0392-BZIUW,44,No,Yes,0,850,"29,337",Q3,7,1.0,0.131626325265053,0.0823529411764705,Yes,No,Yes,Yes,0.86318407960199,0.0,0,473.76,0.6725383384150166,3,Stayed,Not Applicable,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
6549-NNDYT,United States,California,Fresno,93720,0,0,0,13,No,No phone service,DSL,Yes,No,No,No,No,No,1,30.85,394.1,No,0,0.34736842105263155,0.09806537691794531,Not Churned,8066-POXGX,59,No,No,0,852,"45,087",Q3,0,0.1690140845070422,0.0,0.0823529411764705,No,No,No,Yes,0.1253731343283582,0.0,0,0.0,0.0311708164756923,3,Stayed,Not Applicable,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0422-OHQHQ,United States,California,Fresno,93722,0,1,0,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.55,295.95,No,0,0.17894736842105263,0.2237046920169002,Not Churned,6559-ILWKJ,23,Yes,Yes,0,854,"60,889",Q3,7,0.1971830985915492,0.692738547709542,0.0,No,No,No,No,0.0228855721393034,0.0,0,519.45,0.0664025194890775,5,Stayed,Not Applicable,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
6916-HIJSE,United States,California,Fresno,93725,0,0,0,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1,84.85,5459.2,No,0,0.736842105263158,0.7629530798309982,Not Churned,6916-HIJSE,57,No,No,0,855,"21,010",Q3,0,0.9014084507042254,0.8349669933986799,0.2,Yes,Yes,Yes,Yes,0.6626865671641791,0.0,0,2713.1,0.6816318475193971,4,Stayed,Not Applicable,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2316-ESMLS,United States,California,Fresno,93726,0,1,0,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,0,33.15,444.75,No,0,0.7263157894736842,0.41783411162997547,Not Churned,4143-OOBWZ,54,No,Yes,0,856,"39,148",Q3,7,0.1549295774647887,0.0,0.3176470588235294,No,Yes,No,Yes,0.1482587064676616,0.0,0,0.0,0.0354064816967414,3,Stayed,Not Applicable,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
9778-OGKQZ,United States,California,Fresno,93727,1,1,0,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1,92.0,6782.15,No,0,0.4105263157894737,0.8627974205025573,Not Churned,9778-OGKQZ,55,No,Yes,0,857,"54,701",Q3,8,1.0,0.1064212842568513,0.0588235294117647,Yes,Yes,Yes,No,0.7338308457711442,0.0,10,383.04,0.5982473628489092,3,Stayed,Not Applicable,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
7408-OFWXJ,United States,California,Fresno,93728,0,1,0,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,89.8,6510.45,No,0,0.6421052631578947,0.8358905937291528,Not Churned,7408-OFWXJ,23,Yes,Yes,0,858,"16,346",Q3,3,1.0,0.8985797159431888,0.8117647058823529,Yes,Yes,Yes,Yes,0.7119402985074627,0.0,0,3234.24,0.8131247919799164,3,Stayed,Not Applicable,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
6007-TCTST,United States,California,Salinas,93901,0,1,1,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1,115.8,8476.5,No,0,0.35789473684210527,0.8534578607960861,Not Churned,4229-CZMLL,57,No,Yes,2,859,"35,739",Q3,9,1.0,0.2458491698339668,0.2823529411764706,Yes,Yes,Yes,Yes,0.970646766169154,0.0,0,884.88,0.7810700469477286,3,Stayed,Not Applicable,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2252-NKNSI,United States,California,Salinas,93905,1,0,0,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,1,85.15,4461.85,No,0,0.6736842105263159,0.5156771180787192,Not Churned,2252-NKNSI,63,No,No,0,860,"58,548",Q3,0,0.7183098591549296,0.6405281056211243,0.3294117647058823,No,Yes,Yes,Yes,0.6656716417910448,0.0,0,1665.04,0.5105820548286584,3,Stayed,Not Applicable,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
8713-IGZSO,United States,California,Salinas,93906,1,0,0,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.85,62,No,0,0.5473684210526315,0.8850344674227262,Not Churned,8433-WXGNA,50,No,No,0,861,"53,946",Q3,0,0.0140845070422535,0.8051610322064413,0.0,No,No,No,No,0.0656716417910447,0.0,0,80.5,0.0101304735415178,3,Joined,Not Applicable,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
7905-TVXTA,United States,California,Salinas,93907,0,0,0,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,1,64.35,352.65,No,0,0.3157894736842105,0.615521458750278,Not Churned,7905-TVXTA,63,No,No,0,862,"22,292",Q3,0,0.056338028169014,0.1664332866573314,0.2588235294117647,No,Yes,No,Yes,0.4587064676616914,0.0,0,41.6,0.0311833604003351,4,Stayed,Not Applicable,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
7695-PKLCZ,United States,California,Salinas,93908,0,0,0,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.5,1424.9,No,0,0.6631578947368422,0.48877029130531463,Not Churned,9102-IAYHT,32,No,No,0,863,"13,027",Q3,0,0.943661971830986,0.9683936787357472,0.0,No,No,No,No,0.0223880597014925,0.0,0,3291.88,0.3926599643083531,4,Stayed,Not Applicable,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
8374-UULRV,United States,California,Carmel By The Sea,93921,1,0,0,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,0,86.05,6309.65,No,0,0.29473684210526313,0.8810317989770957,Not Churned,3422-LYEPQ,22,Yes,No,0,865,"2,966",Q3,0,1.0,0.9673934786957392,0.8352941176470589,No,Yes,Yes,No,0.6746268656716418,0.0,20,3481.92,0.8187177098473154,4,Stayed,Not Applicable,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
3224-DFQNQ,United States,California,Carmel Valley,93924,0,1,0,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,0,89.0,5898.6,No,0,0.5052631578947369,0.5525906159661997,Not Churned,3707-GNWHM,59,No,Yes,0,867,"6,691",Q3,10,0.9154929577464788,0.7477495499099821,0.0941176470588235,No,Yes,No,Yes,0.7039800995024875,0.0,0,2467.08,0.6978034751688831,3,Stayed,Not Applicable,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
5275-PMFUT,United States,California,Chualar,93925,1,1,0,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1,64.8,4719.75,No,0,0.7052631578947368,0.4520791638870358,Not Churned,2642-DTVCO,52,No,Yes,0,868,"1,140",Q3,9,1.0,0.0,0.2117647058823529,Yes,Yes,Yes,Yes,0.46318407960199,0.0,0,0.0,0.3929083340162803,3,Stayed,Not Applicable,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
4795-UXVCJ,United States,California,Gonzales,93926,1,0,0,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.8,457.3,No,0,0.7578947368421052,0.8494551923504559,Not Churned,4795-UXVCJ,63,No,No,0,869,"9,023",Q3,0,0.352112676056338,0.9141828365673136,0.0,No,No,No,No,0.0154228855721393,0.0,0,1188.2,0.1358205984622821,3,Stayed,Not Applicable,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
9777-IQHWP,United States,California,Greenfield,93927,1,1,1,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,0,93.4,5822.3,No,0,0.3894736842105263,0.9441850122303757,Not Churned,4361-JEIVL,53,No,Yes,1,870,"14,204",Q3,2,0.8873239436619719,0.6165233046609322,0.1294117647058823,Yes,No,Yes,Yes,0.7477611940298508,0.0,0,1972.48,0.650061297978421,3,Stayed,Not Applicable,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0979-MOZQI,United States,California,Monterey,93940,1,1,0,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,1,39.0,2337.45,No,0,0.5157894736842106,0.6635534800978429,Not Churned,0979-MOZQI,61,No,Yes,0,875,"32,857",Q3,6,0.8591549295774649,0.0,0.0470588235294117,No,Yes,No,Yes,0.2064676616915423,0.0,0,0.0,0.1936857228394762,4,Stayed,Not Applicable,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2732-ISEZX,United States,California,Pacific Grove,93950,0,0,0,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.5,104.3,No,0,0.5052631578947369,0.7249277295975094,Not Churned,9025-ZRPVR,44,No,No,0,876,"15,449",Q3,0,0.056338028169014,0.4922984596919384,0.0,No,No,No,No,0.0223880597014925,0.0,0,123.05,0.0172261535811232,3,Stayed,Not Applicable,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0323-XWWTN,United States,California,San Lucas,93954,1,0,1,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,26.4,121.25,No,0,0.7578947368421052,0.5141205247943073,Not Churned,5373-SFODM,44,No,No,1,878,521,Q3,0,0.028169014084507,0.6775355071014203,0.0,No,No,No,No,0.081094527363184,0.0,0,101.61,0.0168506721034823,5,Joined,Not Applicable,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
1937-OTUKY,United States,California,Seaside,93955,0,1,0,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,1,98.2,7015.9,No,0,0.736842105263158,0.517900822770736,Not Churned,3285-UCQVC,32,No,Yes,0,879,"38,244",Q3,1,1.0,0.5097019403880777,0.0352941176470588,Yes,Yes,No,Yes,0.7955223880597015,0.0,0,1834.56,0.7383437670910973,3,Stayed,Not Applicable,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1573-LGXBA,United States,California,Soledad,93960,1,1,1,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,97.55,5598,No,0,0.4842105263157895,0.8516788970424727,Not Churned,1573-LGXBA,26,Yes,Yes,3,880,"13,003",Q3,1,0.7887323943661972,0.0836167233446689,0.8588235294117647,Yes,No,Yes,Yes,0.7890547263681591,0.0,0,238.26,0.4862777827024297,4,Stayed,Not Applicable,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1764-VUUMT,United States,California,Spreckels,93962,1,0,1,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.95,1269.1,No,0,0.4842105263157895,0.9737602846342004,Not Churned,1764-VUUMT,63,No,No,1,881,407,Q3,0,0.9154929577464788,0.7589517903580716,0.0,No,No,No,No,0.0169154228855721,0.0,0,2504.04,0.3137469706421987,4,Stayed,Not Applicable,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
4713-ZBURT,United States,California,Brisbane,94005,1,0,1,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,99.7,4634.35,No,0,0.34736842105263155,0.29575272403824776,Not Churned,5766-ZJYBB,33,No,No,2,883,"3,635",Q3,0,0.619718309859155,0.4708941788357672,0.1411764705882353,Yes,No,Yes,Yes,0.8104477611940298,0.0,0,1059.3,0.474351855413707,4,Stayed,Not Applicable,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
3050-GBUSH,United States,California,Burlingame,94010,0,0,0,3,No,No phone service,DSL,No,No,No,No,Yes,No,1,34.8,113.95,No,0,0.6526315789473685,0.10962864131643318,Not Churned,8931-GJJIQ,25,Yes,No,0,884,"40,346",Q3,0,0.028169014084507,0.0,0.5411764705882353,No,No,No,Yes,0.1646766169154228,0.0,0,0.0,0.0077429465511733,4,Joined,Not Applicable,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
7876-AEHIG,United States,California,Daly City,94015,0,0,0,51,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,0,60.15,3077,No,0,0.3368421052631579,0.7562819657549475,Not Churned,0022-TCJCI,48,No,No,0,886,"63,337",Q3,0,0.7042253521126761,0.0,0.1176470588235294,Yes,Yes,Yes,Yes,0.4169154228855721,0.0,0,0.0,0.2555314526366493,3,Stayed,Not Applicable,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
7945-HLKEA,United States,California,Half Moon Bay,94019,0,0,0,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,0,64.75,4039.5,No,0,0.21052631578947367,0.9795419168334445,Not Churned,4902-OHLSK,29,Yes,No,0,887,"17,929",Q3,0,0.8309859154929577,0.7591518303660733,0.3176470588235294,Yes,Yes,No,No,0.4626865671641791,0.0,120,2277.0,0.5364735515530215,3,Stayed,Not Applicable,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
9342-VNIMQ,United States,California,La Honda,94020,1,0,0,33,Yes,Yes,DSL,No,Yes,No,No,No,No,1,54.65,1665.2,No,0,0.5578947368421052,0.7111407605070046,Not Churned,9342-VNIMQ,62,No,No,0,888,"1,622",Q3,0,0.4507042253521127,0.1182236447289458,0.0588235294117647,No,No,No,Yes,0.3621890547263681,0.0,0,195.03,0.1537776447192586,3,Stayed,Not Applicable,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3523-BRGUW,United States,California,Los Altos,94022,1,0,0,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.3,504.2,No,0,0.6210526315789473,0.05915054480764953,Not Churned,3523-BRGUW,65,No,No,0,890,"18,486",Q3,0,0.352112676056338,0.5977195439087818,0.0,No,No,No,No,0.0104477611940298,9.49,0,776.88,0.1045519393743759,5,Stayed,Not Applicable,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
3199-NPKCN,United States,California,Menlo Park,94025,0,1,0,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1,111.25,7511.65,No,0,0.3368421052631579,0.8107627307093617,Not Churned,3199-NPKCN,39,No,Yes,0,892,"39,062",Q3,1,0.9295774647887324,0.7007401480296059,0.2705882352941176,Yes,Yes,Yes,Yes,0.925373134328358,0.0,0,2347.01,0.8226556659235088,3,Stayed,Not Applicable,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
5170-PTRKA,United States,California,Atherton,94027,0,1,0,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,1,35.8,1782,No,0,0.6736842105263159,0.6364242828552367,Not Churned,0203-HHYIJ,19,Yes,Yes,0,893,"6,876",Q3,1,0.676056338028169,0.0,0.9647058823529412,No,Yes,No,Yes,0.1746268656716417,0.0,0,0.0,0.1472355698872217,4,Stayed,Not Applicable,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
4661-NJEUX,United States,California,Portola Valley,94028,1,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.05,20.05,No,0,0.4947368421052632,0.7482766288636868,Not Churned,7136-RVDTZ,42,No,No,0,894,"6,601",Q3,0,0.0,0.0646129225845169,0.0,No,No,No,No,0.017910447761194,0.0,0,3.23,0.0001605622354277,3,Joined,Not Applicable,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2123-AGEEN,United States,California,Millbrae,94030,0,0,0,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,1,84.35,609.65,No,0,0.34736842105263155,0.023126528796975743,Not Churned,3737-GCSPV,66,No,No,0,895,"20,350",Q3,0,0.0845070422535211,0.5259051810362072,0.2352941176470588,Yes,No,No,No,0.6577114427860695,29.17,10,184.03,0.0629830456314528,3,Stayed,Not Applicable,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
1258-YMZNM,United States,California,Montara,94037,0,0,0,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1,110.5,2857.6,No,0,0.5368421052631578,0.6657771847898599,Not Churned,1258-YMZNM,70,No,No,0,896,"2,346",Q3,0,0.3661971830985915,0.7153430686137228,0.0470588235294117,Yes,No,No,Yes,0.917910447761194,0.0,0,965.52,0.3179266063331766,3,Stayed,Not Applicable,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0048-LUMLS,United States,California,Moss Beach,94038,1,1,1,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0,91.2,3247.55,No,0,0.5263157894736843,0.7249277295975094,Not Churned,0048-LUMLS,23,Yes,Yes,3,897,"3,064",Q3,1,0.5070422535211268,0.860372074414883,0.6,No,No,Yes,Yes,0.7258706467661692,0.0,0,1591.37,0.4028740640141562,5,Stayed,Not Applicable,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
5898-IGSLP,United States,California,Mountain View,94041,1,1,1,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,0,89.3,2823,No,0,0.43157894736842106,0.02868579052701803,Not Churned,5898-IGSLP,37,No,Yes,3,899,"13,483",Q3,1,0.4225352112676057,0.4152830566113223,0.6705882352941176,Yes,Yes,No,Yes,0.7069651741293532,0.0,0,643.56,0.28810886119562,3,Stayed,Not Applicable,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
6259-WJQLC,United States,California,Pacifica,94044,1,0,0,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,1,81.1,2619.25,No,0,0.47368421052631576,0.031131865688236615,Not Churned,6259-WJQLC,77,No,No,0,901,"38,885",Q3,0,0.4366197183098592,0.0224044808961792,0.0588235294117647,Yes,No,No,Yes,0.6253731343283582,19.25,0,35.84,0.2186389340005586,4,Stayed,Not Applicable,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
7997-EASSD,United States,California,Redwood City,94061,0,1,0,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,1,81.2,4965.1,No,0,0.6210526315789473,0.9028241049588615,Not Churned,6927-WTFIV,56,No,Yes,0,903,"35,737",Q3,1,0.8732394366197184,0.7771554310862173,0.3176470588235294,No,Yes,No,Yes,0.6263681592039801,0.0,0,2447.55,0.61810523182009,3,Stayed,Not Applicable,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
0730-KOAVE,United States,California,Redwood City,94062,1,0,0,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,1,94.3,2679.7,No,0,0.736842105263158,0.4927729597509451,Not Churned,4088-YLDSU,53,No,No,0,904,"25,569",Q3,0,0.4084507042253521,0.8333666733346669,0.3294117647058823,No,No,Yes,Yes,0.7567164179104477,0.0,0,1249.8,0.3268227576898439,3,Stayed,Not Applicable,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
8975-SKGRX,United States,California,Redwood City,94063,1,1,0,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1,116.1,8310.55,No,0,0.3894736842105263,0.6724482988659106,Not Churned,3398-ZOUAA,29,Yes,Yes,0,905,"32,368",Q3,1,0.9859154929577464,0.6767353470694139,0.3176470588235294,Yes,Yes,Yes,No,0.9736318407960196,0.0,130,2401.93,0.9049287588706454,4,Stayed,Not Applicable,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0678-RLHVP,United States,California,Redwood City,94065,0,0,0,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,105.55,5682.25,No,0,0.6526315789473685,0.8289971091839003,Not Churned,0678-RLHVP,33,No,No,0,906,"10,658",Q3,0,0.7323943661971831,0.2584516903380676,0.2235294117647058,Yes,No,Yes,Yes,0.8686567164179103,0.0,0,684.76,0.530662369396838,5,Stayed,Not Applicable,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2267-FPIMA,United States,California,San Carlos,94070,1,1,0,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,1,94.4,4914.9,No,0,0.16842105263157894,0.788303313319991,Not Churned,2267-FPIMA,27,Yes,Yes,0,908,"28,098",Q3,1,0.6901408450704226,0.3516703340668133,0.5529411764705883,No,No,Yes,Yes,0.7577114427860697,0.0,0,879.0,0.4827353783833055,4,Stayed,Not Applicable,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
